id,session_id,question_id,started_at,submitted_at,selected_option,is_correct,time_taken_sec,attempt_number,created_at
280,743a309c-43a6-442a-b142-a50d3138e343,58,2026-01-06 14:25:21.510264,2026-01-06 14:25:26.171493,C,false,4,3,2026-01-06 14:25:21.61486
281,743a309c-43a6-442a-b142-a50d3138e343,63,2026-01-06 14:25:28.049851,2026-01-06 14:25:31.31507,C,false,3,4,2026-01-06 14:25:28.154504
282,743a309c-43a6-442a-b142-a50d3138e343,46,2026-01-06 14:25:33.190006,,,,,,2026-01-06 14:25:33.2944
283,743a309c-43a6-442a-b142-a50d3138e343,67,2026-01-06 14:25:35.484089,,,,,,2026-01-06 14:25:35.588486
284,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,18,2026-01-06 14:25:44.982326,2026-01-06 14:26:54.164041,A,false,69,15,2026-01-06 14:25:45.086607
285,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,39,2026-01-06 14:26:55.918839,2026-01-06 14:27:40.239735,B,false,44,16,2026-01-06 14:26:56.022402
286,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,48,2026-01-06 14:27:42.019607,2026-01-06 14:28:27.469243,A,true,45,17,2026-01-06 14:27:42.122836
287,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,1,2026-01-06 14:28:29.267212,2026-01-06 14:28:36.859861,B,true,7,18,2026-01-06 14:28:29.36968
288,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,20,2026-01-06 14:28:38.62972,2026-01-06 14:30:01.930862,D,true,83,19,2026-01-06 14:28:38.732478
289,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,57,2026-01-06 14:30:03.689523,2026-01-06 14:30:16.339113,D,false,12,20,2026-01-06 14:30:03.791194
290,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,53,2026-01-06 14:30:18.189623,2026-01-06 14:30:37.583636,B,true,19,21,2026-01-06 14:30:18.291177
291,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,8,2026-01-06 14:30:39.478188,2026-01-06 14:30:43.728578,B,true,4,22,2026-01-06 14:30:39.579507
292,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,59,2026-01-06 14:30:45.548354,2026-01-06 14:31:07.730831,D,false,22,23,2026-01-06 14:30:45.649712
293,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,61,2026-01-06 14:31:09.549776,2026-01-06 14:31:39.714115,B,true,30,24,2026-01-06 14:31:09.651057
294,cd1e5e81-9476-44ce-81bd-412bce5fb5e5,49,2026-01-06 14:31:41.549655,2026-01-06 14:31:56.915015,C,true,15,25,2026-01-06 14:31:41.650778
295,a649e8e5-46b3-41ae-bda0-71e17facec03,68,2026-01-07 11:15:12.680581,2026-01-07 11:15:19.750054,A,false,7,1,2026-01-07 11:15:12.782774
296,a649e8e5-46b3-41ae-bda0-71e17facec03,52,2026-01-07 11:15:21.655845,2026-01-07 11:15:35.906593,B,true,14,2,2026-01-07 11:15:21.75793
297,a649e8e5-46b3-41ae-bda0-71e17facec03,45,2026-01-07 11:15:37.866958,2026-01-07 11:15:53.902867,B,true,16,3,2026-01-07 11:15:37.968965
298,a649e8e5-46b3-41ae-bda0-71e17facec03,20,2026-01-07 11:15:55.859318,2026-01-07 11:16:21.954636,A,false,26,4,2026-01-07 11:15:55.961581
299,a649e8e5-46b3-41ae-bda0-71e17facec03,18,2026-01-07 11:16:24.01685,2026-01-07 11:16:37.737108,B,false,13,5,2026-01-07 11:16:24.118968
300,a649e8e5-46b3-41ae-bda0-71e17facec03,19,2026-01-07 11:16:39.681267,2026-01-07 11:16:46.272485,C,true,6,6,2026-01-07 11:16:39.783351
301,a649e8e5-46b3-41ae-bda0-71e17facec03,42,2026-01-07 11:16:48.211807,2026-01-07 11:16:57.08195,A,false,8,7,2026-01-07 11:16:48.313873
302,a649e8e5-46b3-41ae-bda0-71e17facec03,57,2026-01-07 11:16:59.071106,2026-01-07 11:17:05.698064,D,false,6,8,2026-01-07 11:16:59.173258
303,a649e8e5-46b3-41ae-bda0-71e17facec03,41,2026-01-07 11:17:07.662499,2026-01-07 11:17:13.223397,D,true,5,9,2026-01-07 11:17:07.764613
304,a649e8e5-46b3-41ae-bda0-71e17facec03,39,2026-01-07 11:17:15.300449,2026-01-07 11:17:22.890717,A,false,7,10,2026-01-07 11:17:15.402632
305,a649e8e5-46b3-41ae-bda0-71e17facec03,33,2026-01-07 11:17:24.817854,2026-01-07 11:17:32.462528,B,true,7,11,2026-01-07 11:17:24.919969
306,a649e8e5-46b3-41ae-bda0-71e17facec03,58,2026-01-07 11:17:34.380914,2026-01-07 11:17:40.247373,A,true,5,12,2026-01-07 11:17:34.483365
307,a649e8e5-46b3-41ae-bda0-71e17facec03,32,2026-01-07 11:17:42.185577,2026-01-07 11:17:51.302867,B,true,9,13,2026-01-07 11:17:42.287771
308,a649e8e5-46b3-41ae-bda0-71e17facec03,15,2026-01-07 11:17:53.229808,2026-01-07 11:18:08.522812,B,false,15,14,2026-01-07 11:17:53.331845
309,a649e8e5-46b3-41ae-bda0-71e17facec03,67,2026-01-07 11:18:10.437254,2026-01-07 11:18:31.318083,B,false,20,15,2026-01-07 11:18:10.539345
310,a649e8e5-46b3-41ae-bda0-71e17facec03,16,2026-01-07 11:18:33.246297,2026-01-07 11:18:40.147133,A,true,6,16,2026-01-07 11:18:33.348565
311,a649e8e5-46b3-41ae-bda0-71e17facec03,13,2026-01-07 11:18:42.151055,2026-01-07 11:18:46.191956,B,true,4,17,2026-01-07 11:18:42.253118
312,a649e8e5-46b3-41ae-bda0-71e17facec03,53,2026-01-07 11:18:48.100604,2026-01-07 11:18:52.341073,B,true,4,18,2026-01-07 11:18:48.20266
313,a649e8e5-46b3-41ae-bda0-71e17facec03,3,2026-01-07 11:18:54.261992,2026-01-07 11:18:59.101859,B,true,4,19,2026-01-07 11:18:54.364055
314,a649e8e5-46b3-41ae-bda0-71e17facec03,29,2026-01-07 11:19:01.02113,2026-01-07 11:19:04.632586,B,false,3,20,2026-01-07 11:19:01.123254
315,a649e8e5-46b3-41ae-bda0-71e17facec03,69,2026-01-07 11:19:06.543869,2026-01-07 11:19:12.986921,A,false,6,21,2026-01-07 11:19:06.645942
316,a649e8e5-46b3-41ae-bda0-71e17facec03,64,2026-01-07 11:19:15.066714,2026-01-07 11:19:27.182428,A,false,12,22,2026-01-07 11:19:15.169418
317,a649e8e5-46b3-41ae-bda0-71e17facec03,35,2026-01-07 11:19:29.1423,2026-01-07 11:19:34.541788,D,true,5,23,2026-01-07 11:19:29.244448
318,a649e8e5-46b3-41ae-bda0-71e17facec03,17,2026-01-07 11:19:36.460548,2026-01-07 11:20:00.021832,B,true,23,24,2026-01-07 11:19:36.562672
319,a649e8e5-46b3-41ae-bda0-71e17facec03,11,2026-01-07 11:20:02.02247,2026-01-07 11:20:08.06239,B,true,6,25,2026-01-07 11:20:02.136609
320,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,16,2026-01-07 11:22:34.583,,,,,,2026-01-07 11:22:34.697155
321,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,33,2026-01-07 11:23:01.793119,2026-01-07 11:23:40.888413,B,true,39,1,2026-01-07 11:23:01.907242
322,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,43,2026-01-07 11:23:42.736483,2026-01-07 11:23:52.732902,B,true,9,2,2026-01-07 11:23:42.850555
323,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,9,2026-01-07 11:23:54.556419,,,,,,2026-01-07 11:23:54.670367
324,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,47,2026-01-07 11:24:29.923482,2026-01-07 11:24:40.822875,B,true,10,3,2026-01-07 11:24:30.037519
325,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,6,2026-01-07 11:24:42.738154,2026-01-07 11:26:23.422839,A,true,100,4,2026-01-07 11:24:42.852313
326,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,38,2026-01-07 11:26:25.245841,2026-01-07 11:27:15.081017,C,true,49,5,2026-01-07 11:26:25.35972
327,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,35,2026-01-07 11:27:16.921547,2026-01-07 11:27:23.631519,D,true,6,6,2026-01-07 11:27:17.035489
328,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,39,2026-01-07 11:27:25.464031,2026-01-07 11:27:39.667724,A,false,14,7,2026-01-07 11:27:25.577982
329,0f3aa1de-6f75-4ebf-9e69-a05facde81d8,57,2026-01-07 11:27:41.490712,,,,,,2026-01-07 11:27:41.605145
330,ec5bf596-bf65-4308-8148-92df6078fc26,55,2026-01-07 16:53:02.705602,2026-01-07 16:53:14.7623,B,true,12,1,2026-01-07 16:53:02.813248
331,ec5bf596-bf65-4308-8148-92df6078fc26,14,2026-01-07 16:53:16.721212,2026-01-07 16:54:09.979316,C,false,53,2,2026-01-07 16:53:16.828962
332,45703e27-b093-46b7-ba65-6f51c49d6bfd,40,2026-01-07 16:53:54.501357,2026-01-07 16:54:04.202636,C,true,9,1,2026-01-07 16:53:54.609024
333,45703e27-b093-46b7-ba65-6f51c49d6bfd,57,2026-01-07 16:54:05.989148,2026-01-07 16:54:14.707046,D,false,8,2,2026-01-07 16:54:06.097017
334,ec5bf596-bf65-4308-8148-92df6078fc26,61,2026-01-07 16:54:11.770739,2026-01-07 16:54:23.070686,C,false,11,3,2026-01-07 16:54:11.878471
335,45703e27-b093-46b7-ba65-6f51c49d6bfd,14,2026-01-07 16:54:16.521772,2026-01-07 16:55:14.903842,D,true,58,3,2026-01-07 16:54:16.629315
336,ec5bf596-bf65-4308-8148-92df6078fc26,54,2026-01-07 16:54:24.878984,2026-01-07 16:55:33.55076,D,true,68,4,2026-01-07 16:54:24.986623
337,45703e27-b093-46b7-ba65-6f51c49d6bfd,60,2026-01-07 16:55:16.720947,2026-01-07 16:55:42.411486,D,false,25,4,2026-01-07 16:55:16.82884
338,ec5bf596-bf65-4308-8148-92df6078fc26,1,2026-01-07 16:55:35.600211,2026-01-07 16:55:50.151028,B,true,14,5,2026-01-07 16:55:35.707922
339,45703e27-b093-46b7-ba65-6f51c49d6bfd,12,2026-01-07 16:55:44.200061,2026-01-07 16:57:54.163364,B,true,129,5,2026-01-07 16:55:44.307755
340,ec5bf596-bf65-4308-8148-92df6078fc26,48,2026-01-07 16:55:52.240579,2026-01-07 16:55:57.940784,C,false,5,6,2026-01-07 16:55:52.348278
341,ec5bf596-bf65-4308-8148-92df6078fc26,59,2026-01-07 16:55:59.75018,2026-01-07 16:56:03.449376,A,false,3,7,2026-01-07 16:55:59.857914
342,ec5bf596-bf65-4308-8148-92df6078fc26,7,2026-01-07 16:56:05.349158,2026-01-07 16:56:09.200577,C,false,3,8,2026-01-07 16:56:05.456929
343,ec5bf596-bf65-4308-8148-92df6078fc26,41,2026-01-07 16:56:11.010364,2026-01-07 16:56:14.100935,C,false,3,9,2026-01-07 16:56:11.117999
344,ec5bf596-bf65-4308-8148-92df6078fc26,70,2026-01-07 16:56:15.929132,2026-01-07 16:56:19.299122,B,false,3,10,2026-01-07 16:56:16.036938
345,ec5bf596-bf65-4308-8148-92df6078fc26,44,2026-01-07 16:56:21.350078,2026-01-07 16:56:43.610834,A,false,22,11,2026-01-07 16:56:21.458024
346,8b65cd69-a734-4985-92ba-1d948faf7e36,5,2026-01-07 16:56:29.341426,2026-01-07 16:57:12.402222,B,true,43,1,2026-01-07 16:56:29.449346
347,ec5bf596-bf65-4308-8148-92df6078fc26,5,2026-01-07 16:56:45.670389,2026-01-07 16:56:52.47045,B,true,6,12,2026-01-07 16:56:45.778239
348,ec5bf596-bf65-4308-8148-92df6078fc26,24,2026-01-07 16:56:54.319719,2026-01-07 16:57:03.280709,C,true,8,13,2026-01-07 16:56:54.427437
349,ec5bf596-bf65-4308-8148-92df6078fc26,62,2026-01-07 16:57:05.188934,2026-01-07 16:57:15.640756,B,true,10,14,2026-01-07 16:57:05.296738
350,8b65cd69-a734-4985-92ba-1d948faf7e36,2,2026-01-07 16:57:14.257929,2026-01-07 16:58:57.473415,B,true,103,2,2026-01-07 16:57:14.365792
351,ec5bf596-bf65-4308-8148-92df6078fc26,2,2026-01-07 16:57:17.66928,2026-01-07 16:57:23.810525,C,false,6,15,2026-01-07 16:57:17.77702
352,ec5bf596-bf65-4308-8148-92df6078fc26,27,2026-01-07 16:57:25.60962,2026-01-07 16:57:51.761057,C,false,26,16,2026-01-07 16:57:25.717418
353,ec5bf596-bf65-4308-8148-92df6078fc26,8,2026-01-07 16:57:53.521829,2026-01-07 16:58:14.200921,B,true,20,17,2026-01-07 16:57:53.629644
354,45703e27-b093-46b7-ba65-6f51c49d6bfd,58,2026-01-07 16:57:55.895512,2026-01-07 16:58:04.645731,C,false,8,6,2026-01-07 16:57:56.003402
355,45703e27-b093-46b7-ba65-6f51c49d6bfd,22,2026-01-07 16:58:06.397049,2026-01-07 16:59:09.103605,C,true,62,7,2026-01-07 16:58:06.504981
356,ec5bf596-bf65-4308-8148-92df6078fc26,3,2026-01-07 16:58:15.975341,2026-01-07 16:58:25.300478,C,false,9,18,2026-01-07 16:58:16.083172
357,ec5bf596-bf65-4308-8148-92df6078fc26,58,2026-01-07 16:58:27.119378,2026-01-07 16:58:30.859337,B,false,3,19,2026-01-07 16:58:27.227278
358,ec5bf596-bf65-4308-8148-92df6078fc26,49,2026-01-07 16:58:32.650518,2026-01-07 16:58:36.409308,C,true,3,20,2026-01-07 16:58:32.758392
359,ec5bf596-bf65-4308-8148-92df6078fc26,64,2026-01-07 16:58:38.189126,2026-01-07 16:58:41.360661,B,false,3,21,2026-01-07 16:58:38.297045
360,ec5bf596-bf65-4308-8148-92df6078fc26,18,2026-01-07 16:58:43.140311,2026-01-07 16:58:46.380229,B,false,3,22,2026-01-07 16:58:43.248281
361,ec5bf596-bf65-4308-8148-92df6078fc26,66,2026-01-07 16:58:48.149113,2026-01-07 16:58:52.635335,D,false,4,23,2026-01-07 16:58:48.25715
362,ec5bf596-bf65-4308-8148-92df6078fc26,60,2026-01-07 16:58:54.629006,2026-01-07 16:58:59.310208,B,false,4,24,2026-01-07 16:58:54.737971
363,8b65cd69-a734-4985-92ba-1d948faf7e36,60,2026-01-07 16:58:59.421603,2026-01-07 16:59:10.78304,B,false,11,3,2026-01-07 16:58:59.529474
364,ec5bf596-bf65-4308-8148-92df6078fc26,53,2026-01-07 16:59:01.099603,2026-01-07 16:59:04.440752,B,true,3,25,2026-01-07 16:59:01.20745
365,45703e27-b093-46b7-ba65-6f51c49d6bfd,53,2026-01-07 16:59:12.149178,2026-01-07 16:59:34.416415,B,true,22,8,2026-01-07 16:59:12.254435
366,8b65cd69-a734-4985-92ba-1d948faf7e36,39,2026-01-07 16:59:12.567662,2026-01-07 16:59:49.103485,D,true,36,4,2026-01-07 16:59:12.672457
367,45703e27-b093-46b7-ba65-6f51c49d6bfd,66,2026-01-07 16:59:36.164351,2026-01-07 17:01:03.109454,C,false,86,9,2026-01-07 16:59:36.270038
368,8b65cd69-a734-4985-92ba-1d948faf7e36,27,2026-01-07 16:59:51.14189,2026-01-07 17:00:03.974068,D,true,12,5,2026-01-07 16:59:51.247661
369,8b65cd69-a734-4985-92ba-1d948faf7e36,48,2026-01-07 17:00:05.80188,2026-01-07 17:00:36.303845,A,true,30,6,2026-01-07 17:00:05.90741
370,8b65cd69-a734-4985-92ba-1d948faf7e36,41,2026-01-07 17:00:38.136795,2026-01-07 17:01:18.651927,B,false,40,7,2026-01-07 17:00:38.242384
371,45703e27-b093-46b7-ba65-6f51c49d6bfd,69,2026-01-07 17:01:04.884386,2026-01-07 17:01:13.928455,D,false,9,10,2026-01-07 17:01:04.989958
372,45703e27-b093-46b7-ba65-6f51c49d6bfd,42,2026-01-07 17:01:15.711323,2026-01-07 17:01:23.812277,B,false,8,11,2026-01-07 17:01:15.817071
373,8b65cd69-a734-4985-92ba-1d948faf7e36,42,2026-01-07 17:01:20.501134,2026-01-07 17:01:47.503671,C,true,27,8,2026-01-07 17:01:20.606797
374,45703e27-b093-46b7-ba65-6f51c49d6bfd,24,2026-01-07 17:01:25.620073,2026-01-07 17:01:34.470668,C,true,8,12,2026-01-07 17:01:25.725687
375,45703e27-b093-46b7-ba65-6f51c49d6bfd,25,2026-01-07 17:01:36.271188,2026-01-07 17:02:17.264216,C,true,40,13,2026-01-07 17:01:36.376895
376,8b65cd69-a734-4985-92ba-1d948faf7e36,63,2026-01-07 17:01:49.498379,2026-01-07 17:02:13.468511,D,true,23,9,2026-01-07 17:01:49.604069
377,8b65cd69-a734-4985-92ba-1d948faf7e36,59,2026-01-07 17:02:15.331788,2026-01-07 17:03:24.832562,D,false,69,10,2026-01-07 17:02:15.437633
378,45703e27-b093-46b7-ba65-6f51c49d6bfd,13,2026-01-07 17:02:19.003438,2026-01-07 17:04:44.542469,B,true,145,14,2026-01-07 17:02:19.109127
379,8b65cd69-a734-4985-92ba-1d948faf7e36,62,2026-01-07 17:03:26.901733,2026-01-07 17:03:48.467244,C,false,21,11,2026-01-07 17:03:27.00746
380,8b65cd69-a734-4985-92ba-1d948faf7e36,6,2026-01-07 17:03:50.852921,2026-01-07 17:04:18.457518,A,true,27,12,2026-01-07 17:03:50.95862
381,8b65cd69-a734-4985-92ba-1d948faf7e36,12,2026-01-07 17:04:20.547609,2026-01-07 17:04:43.173546,B,true,22,13,2026-01-07 17:04:20.653288
382,8b65cd69-a734-4985-92ba-1d948faf7e36,35,2026-01-07 17:04:45.017201,2026-01-07 17:04:50.452514,D,true,5,14,2026-01-07 17:04:45.12931
383,45703e27-b093-46b7-ba65-6f51c49d6bfd,31,2026-01-07 17:04:46.329301,2026-01-07 17:04:59.397908,B,false,13,15,2026-01-07 17:04:46.431521
384,8b65cd69-a734-4985-92ba-1d948faf7e36,53,2026-01-07 17:04:52.223757,2026-01-07 17:05:23.568986,B,true,31,15,2026-01-07 17:04:52.325873
385,45703e27-b093-46b7-ba65-6f51c49d6bfd,41,2026-01-07 17:05:01.164971,2026-01-07 17:06:22.880833,A,false,81,16,2026-01-07 17:05:01.267111
386,8b65cd69-a734-4985-92ba-1d948faf7e36,18,2026-01-07 17:05:25.485245,2026-01-07 17:05:57.733069,C,false,32,16,2026-01-07 17:05:25.587389
387,8b65cd69-a734-4985-92ba-1d948faf7e36,11,2026-01-07 17:05:59.577546,2026-01-07 17:06:36.422012,B,true,36,17,2026-01-07 17:05:59.680021
388,45703e27-b093-46b7-ba65-6f51c49d6bfd,29,2026-01-07 17:06:24.619479,2026-01-07 17:06:46.174121,C,true,21,17,2026-01-07 17:06:24.721619
389,8b65cd69-a734-4985-92ba-1d948faf7e36,57,2026-01-07 17:06:38.500618,2026-01-07 17:07:01.138107,B,true,22,18,2026-01-07 17:06:38.603089
390,45703e27-b093-46b7-ba65-6f51c49d6bfd,45,2026-01-07 17:06:47.907681,2026-01-07 17:07:09.046831,C,false,21,18,2026-01-07 17:06:48.009651
391,8b65cd69-a734-4985-92ba-1d948faf7e36,51,2026-01-07 17:07:02.926887,2026-01-07 17:07:40.141968,A,true,37,19,2026-01-07 17:07:03.028785
392,45703e27-b093-46b7-ba65-6f51c49d6bfd,32,2026-01-07 17:07:10.791469,2026-01-07 17:07:20.769294,C,false,9,19,2026-01-07 17:07:10.893402
393,45703e27-b093-46b7-ba65-6f51c49d6bfd,59,2026-01-07 17:07:22.508035,2026-01-07 17:07:37.520292,D,false,15,20,2026-01-07 17:07:22.609957
394,45703e27-b093-46b7-ba65-6f51c49d6bfd,3,2026-01-07 17:07:39.272598,2026-01-07 17:07:59.281876,B,true,20,21,2026-01-07 17:07:39.374749
395,8b65cd69-a734-4985-92ba-1d948faf7e36,55,2026-01-07 17:07:41.979713,2026-01-07 17:08:06.627932,B,true,24,20,2026-01-07 17:07:42.081691
396,45703e27-b093-46b7-ba65-6f51c49d6bfd,8,2026-01-07 17:08:01.029706,2026-01-07 17:09:18.234807,D,false,77,22,2026-01-07 17:08:01.131639
397,8b65cd69-a734-4985-92ba-1d948faf7e36,64,2026-01-07 17:08:08.502493,2026-01-07 17:08:25.991875,C,true,17,21,2026-01-07 17:08:08.604387
398,8b65cd69-a734-4985-92ba-1d948faf7e36,30,2026-01-07 17:08:27.747148,2026-01-07 17:08:53.907189,B,true,26,22,2026-01-07 17:08:27.849021
399,8b65cd69-a734-4985-92ba-1d948faf7e36,3,2026-01-07 17:08:55.717496,2026-01-07 17:09:24.061615,B,true,28,23,2026-01-07 17:08:55.819213
400,45703e27-b093-46b7-ba65-6f51c49d6bfd,37,2026-01-07 17:09:19.923226,2026-01-07 17:09:31.217278,D,false,11,23,2026-01-07 17:09:20.024948
401,8b65cd69-a734-4985-92ba-1d948faf7e36,8,2026-01-07 17:09:26.011475,2026-01-07 17:09:47.25904,B,true,21,24,2026-01-07 17:09:26.113147
402,45703e27-b093-46b7-ba65-6f51c49d6bfd,18,2026-01-07 17:09:32.938505,2026-01-07 17:12:38.539804,C,false,185,24,2026-01-07 17:09:33.040174
403,8b65cd69-a734-4985-92ba-1d948faf7e36,50,2026-01-07 17:09:49.017073,2026-01-07 17:10:05.623197,B,true,16,25,2026-01-07 17:09:49.11892
404,45703e27-b093-46b7-ba65-6f51c49d6bfd,38,2026-01-07 17:12:40.298425,2026-01-07 17:13:05.319375,A,false,25,25,2026-01-07 17:12:40.399744
405,9932cce7-95cb-4e01-801a-c5ed23dd3197,20,2026-01-08 07:46:56.46799,2026-01-08 07:47:09.678851,D,true,13,1,2026-01-08 07:46:56.571927
406,9932cce7-95cb-4e01-801a-c5ed23dd3197,59,2026-01-08 07:47:11.559763,2026-01-08 07:47:37.059009,C,true,25,2,2026-01-08 07:47:11.663517
407,9932cce7-95cb-4e01-801a-c5ed23dd3197,5,2026-01-08 07:47:38.867551,2026-01-08 07:49:24.481788,C,false,105,3,2026-01-08 07:47:38.97151
408,9932cce7-95cb-4e01-801a-c5ed23dd3197,58,2026-01-08 07:49:26.28489,2026-01-08 07:51:05.351338,C,false,99,4,2026-01-08 07:49:26.388848
409,9932cce7-95cb-4e01-801a-c5ed23dd3197,55,2026-01-08 07:51:07.16321,,,,,,2026-01-08 07:51:07.267315